311,Lalo Ebratt - Mocca,36,,32,,"29,199","595,059"
312,Mike Bahía - Serenata,49,,70,,"15,867","593,143"
313,Justin Bieber - Love Yourself,88,15,4,,"12,467","591,716"
314,Charly Black - Gyal You A Party Animal - Remix,54,,21,,"20,406","586,526"
315,Shawn Mendes - Stitches,94,6,8,,"11,222","584,518"
316,Bad Bunny - Soy Peor,64,,56,,"13,659","581,026"
317,Gente De Zona - La Gozadera,104,2,10,,"8,252","580,579"
318,Drake - God's Plan,39,,34,,"24,641","576,573"
319,Karol G - Mi Cama,26,6,7,,"45,213","575,511"
320,Farruko - Nadie,32,,48,,"25,856","573,983"
321,Reik - Qué Gano Olvidándote - Versión Urbana,50,,26,,"19,119","570,711"
322,Justin Quiles - No Quiero Amarte,33,,33,,"24,558","567,270"
323,Piso 21 - Mami,21,,33,,"38,201","566,905"
324,Daddy Yankee - Que Tire Pa Lante,11,,11,,"61,962","565,958"
325,Drake - In My Feelings,27,4,6,,"54,404","565,703"
326,Ozuna - Ibiza,35,,39,,"25,151","565,614"
327,Ozuna - Unica,31,,25,,"26,976","564,475"
328,Luis Fonsi - Calypso,39,,34,,"22,386","560,254"
329,J Balvin - Ginza,84,22,1,(x8),"17,314","560,227"
330,Ozuna - Tú Foto,32,,17,,"29,580","559,882"
331,Marshmello - FRIENDS,44,,39,,"21,514","557,068"
332,Maluma - Cuatro Babys,54,,19,,"17,661","553,799"
333,Bonny Lovy - Muchachita,59,,19,,"16,122","553,666"
334,Dayvi - Baila Conmigo,29,,48,,"29,377","553,611"
335,Karol G - Ocean,35,,71,,"20,102","551,871"
336,MC Fioti - Bum Bum Tam Tam,29,,26,,"28,274","550,536"
337,Bad Bunny - Si Estuviésemos Juntos,37,,53,,"25,259","550,371"
338,CNCO - Tan Fácil,87,,49,,"8,641","549,593"
339,Shawn Mendes - There's Nothing Holdin' Me Back,51,,38,,"17,860","544,796"
340,Lunay - Soltera,29,,30,,"34,076","544,092"
341,Dynoro - In My Mind,53,,64,,"13,887","543,612"
342,Rombai - Cuando Se Pone a Bailar,68,,68,,"10,464","540,403"
343,Karol G - Ahora Me Llama,40,,25,,"24,013","534,607"
344,CNCO - Se Vuelve Loca,38,,44,,"19,129","533,699"
345,Guaynaa - Rebota - Remix,23,,24,,"42,611","532,806"
346,Bryant Myers - Tanta Falta,30,,22,,"35,929","532,717"
347,Luis Fonsi - Date La Vuelta,25,,34,,"32,373","532,066"
348,Maroon 5 - What Lovers Do,38,,33,,"24,008","530,517"
349,Ariana Grande - Side To Side,52,,22,,"16,862","528,966"
350,John Legend - All of Me,165,12,6,,"6,301","525,882"
351,Beéle - Loco,17,,20,,"44,265","524,840"
352,Fifth Harmony - Work from Home,65,6,6,,"14,415","523,903"
353,Paulo Londra - Solo Pienso En Ti,25,,19,,"46,866","521,197"
354,Lele Pons - Celoso,31,,32,,"26,110","519,373"
355,Paulo Londra - Forever Alone,24,,14,,"53,169","517,910"
356,Joey Montana - Picky,78,5,6,,"11,982","517,157"
357,Manuel Turizo - Nada Ha Cambiado,22,,27,,"38,795","516,466"
358,Reykon - El chisme,65,,37,,"16,094","515,589"
359,The Weeknd - Can't Feel My Face,77,22,4,,"10,373","514,872"
360,Nicky Jam - Whine Up,9,,11,,"70,177","513,198"
361,Nacho - No Te Vas,37,,18,,"36,512","512,878"
362,"Justin Timberlake - CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",59,,17,,"13,396","510,645"
363,Daddy Yankee - Zum Zum,33,,39,,"22,098","502,011"
364,Justin Bieber - What Do You Mean?,73,25,2,(x1),"13,909","501,820"
365,Lalo Ebratt - Mocca - Remix,29,,34,,"26,742","500,912"
366,J Balvin - Ahora,27,,19,,"30,238","500,789"
367,Becky G - DOLLAR,25,,58,,"24,366","500,665"
368,Jarabe De Palo - La flaca,67,,143,,"9,973","500,231"
369,Maluma - GPS,35,,24,,"29,351","495,503"
370,Kevin Roldan - PPP - Remix,28,,51,,"22,767","484,705"
371,Noriel - Cuerpo en Venta,20,,41,,"32,423","483,244"
372,Oasis - Wonderwall - Remastered,87,,150,,"8,473","480,945"
373,Yera - Borracha,33,,40,,"22,385","480,377"
374,J Balvin - Ambiente,27,,24,,"25,678","470,146"
375,Manuel Turizo - Una Lady Como Tú - Remix,34,,20,,"22,497","469,186"
376,Wisin & Yandel - Reggaetón en lo Oscuro,32,,35,,"27,720","467,067"
377,Mon Laferte - Tu Falta De Querer,59,,110,,"16,230","463,791"
378,Yannc - Sigue Bailandome,31,,69,,"20,741","460,336"
379,Carlos Baute - Amor y dolor,60,,32,,"13,914","459,174"
380,Reik - Creo en Ti,53,,153,,"12,641","459,067"
381,ZAYN - I Don’t Wanna Live Forever (Fifty Shades Darker),43,,15,,"23,977","458,428"
382,CNCO - De Cero,26,,62,,"23,009","457,882"
383,Alejandro Fernandez - Sé Que Te Duele,56,,42,,"14,143","457,265"
384,ZAYN - Dusk Till Dawn,41,,38,,"19,838","456,984"
385,Ed Maverick - Fuentes de Ortiz,32,,94,,"17,675","456,780"
386,Calvin Harris - Feels,36,,25,,"25,830","455,901"
387,Sia - Chandelier,117,26,2,(x2),"6,160","454,312"
388,Andrés Calamaro - Flaca,71,,139,,"13,877","452,585"
389,Maluma - No Se Me Quita,19,,35,,"37,090","452,146"
390,The Chainsmokers - Paris,36,,16,,"23,492","449,334"
391,Drake - Hotline Bling,74,13,6,,"10,446","446,944"
392,Ozuna - El Farsante,38,,46,,"17,101","446,156"
393,Robin Schulz - Sugar,72,4,7,,"9,670","445,745"
394,Sebastian Yatra - Devuélveme El Corazón,60,,87,,"11,301","443,229"
395,Lukas Graham - 7 Years,73,6,5,,"13,480","442,702"
396,Morat - Presiento,34,,77,,"20,671","442,169"
397,Coldplay - Adventure of a Lifetime,67,10,4,,"12,911","440,782"
398,Marama - Loquita,81,,22,,"12,570","439,459"
399,Selena Gomez - Wolves,34,,33,,"24,611","439,172"
400,Silvestre Dangond - Justicia,35,,63,,"15,358","438,921"
401,TINI - Oye,12,1,7,,"71,355","438,524"
402,Mike Bahía - Esta Noche,39,,82,,"16,568","435,904"
